barangay,household_id,member_id,last_name,first_name,suffix,middle_name,relationship,gender,birthday,age,local_civil_registry,marital_status,ethnicity,religion,can_read_write,highest_grade_completed
Luzon,LUZ-0009,LUZ-0009-3,Lopez,Roberto,Sr.,Medina,05,1,2007-07-03,17,2,2,Davawenyo,Islam,1,11000108
Luzon,LUZ-0009,LUZ-0009-4,Lopez,Mateo,Sr.,Medina,05,1,2007-10-24,17,2,1,Mandaya,Roman Catholic,1,11000101
Luzon,LUZ-0009,LUZ-0009-5,Lopez,Rodolfo,Jr.,Ramos,07,1,1954-03-06,70,8,2,Sangirese,Seventh-day Adventist,1,10000106
Luzon,LUZ-0010,LUZ-0010-1,Lopez,Ildefonso,III,Perez,01,1,1972-01-17,52,2,2,Surigaonon,Roman Catholic,1,21400103
Luzon,LUZ-0010,LUZ-0010-2,Lopez,Urbano,,Espinoza,02,1,1960-05-18,64,8,2,Tagalog,United Church of Christ,2,11000102
Luzon,LUZ-0010,LUZ-0010-3,Lopez,Ulises,Sr.,Gutierrez,04,1,2012-08-02,12,2,1,Sangil,Iglesia ni Cristo,1,11000108
Luzon,LUZ-0010,LUZ-0010-4,Lopez,Elena,,Herrera,06,2,2004-12-10,20,2,2,Cebuano,Roman Catholic,2,20400105
Luzon,LUZ-0010,LUZ-0010-5,Dela Cruz,Fulgencio,,Valencia,07,1,1982-08-24,42,8,2,Sarangani,Roman Catholic,1,20400102
Luzon,LUZ-0011,LUZ-0011-1,Rodriguez,Araceli,,Vega,01,2,1986-02-21,38,8,2,Sangil,Roman Catholic,1,21400102
Luzon,LUZ-0011,LUZ-0011-2,Rodriguez,Luciano,III,Bautista,02,1,2002-09-26,22,1,1,Davawenyo,Roman Catholic,1,20400102
Luzon,LUZ-0011,LUZ-0011-3,Rodriguez,Teresa,,Medina,06,2,1952-07-04,72,2,2,Manobo,Roman Catholic,2,11000102
Luzon,LUZ-0011,LUZ-0011-4,Rodriguez,Margarita,,Romero,03,2,2021-08-23,3,2,1,Tagalog,Roman Catholic,,00000000
Luzon,LUZ-0011,LUZ-0011-5,Rodriguez,Eugenia,,Valencia,07,2,1961-04-16,63,2,2,Davawenyo,Roman Catholic,2,11000104
Luzon,LUZ-0011,LUZ-0011-6,Rodriguez,Blanca,,Alvarez,08,2,1997-04-02,27,8,2,Manobo,Roman Catholic,1,11000104
Luzon,LUZ-0012,LUZ-0012-1,Romero,Magdalena,,Vargas,02,2,2007-02-04,17,2,1,Kalagan,Roman Catholic,2,11000102
Luzon,LUZ-0012,LUZ-0012-2,Romero,Aurora,,Castillo,02,2,1988-04-19,36,2,2,Tagalog,Roman Catholic,1,11000201
Luzon,LUZ-0012,LUZ-0012-3,Dela Cruz,Rosita,,Martinez,08,2,1962-12-16,62,8,2,Surigaonon,Roman Catholic,1,11000203
Luzon,LUZ-0012,LUZ-0012-4,Romero,Adela,,Cabrera,08,2,1983-11-28,41,2,2,Maguindanao,Roman Catholic,2,10000108
Luzon,LUZ-0012,LUZ-0012-5,Romero,Alejandra,,Diaz,07,2,1937-11-08,87,2,3,Tagalog,Islam,2,11000101
Luzon,LUZ-0012,LUZ-0012-6,Romero,Adoracion,,Ortiz,06,2,1942-11-09,82,2,2,Davawenyo,Roman Catholic,2,10000103
Luzon,LUZ-0013,LUZ-0013-1,Espinoza,Liliana,,Rodriguez,02,2,2023-09-10,1,2,1,Tagalog,Roman Catholic,,00000000
Luzon,LUZ-0013,LUZ-0013-2,Espinoza,Quirino,,Vargas,04,1,2019-01-22,5,8,1,Manobo,Islam,2,00000000
Luzon,LUZ-0014,LUZ-0014-1,Martinez,Ulises,Sr.,Reyes,02,1,2010-11-21,14,1,1,Davawenyo,Roman Catholic,1,00000000
Luzon,LUZ-0014,LUZ-0014-2,Martinez,Octavio,III,Morales,02,1,1963-12-16,61,2,2,Cebuano,Roman Catholic,1,21400105
Luzon,LUZ-0014,LUZ-0014-3,Martinez,Soledad,,Rivera,03,2,2020-11-04,4,8,1,Manobo,Bible Baptist Church,,00000000
Luzon,LUZ-0014,LUZ-0014-4,Gomez,Esperanza,,Romero,07,2,1970-05-19,54,8,2,Mandaya,Others,2,20400101
Luzon,LUZ-0015,LUZ-0015-1,Rivera,Raquel,,Romero,01,2,1989-06-27,35,8,2,Others,Roman Catholic,1,11000201
Luzon,LUZ-0016,LUZ-0016-1,Guerrero,Uriel,,Gonzales,01,1,1955-03-17,69,1,2,Cebuano,Roman Catholic,2,10000104
Luzon,LUZ-0016,LUZ-0016-2,Guerrero,Narciso,IV,Rivera,02,1,1968-09-19,56,2,2,Tausug,Iglesia ni Cristo,2,11000103
Luzon,LUZ-0016,LUZ-0016-3,Guerrero,Rochelle,,Morales,07,2,2005-02-14,19,2,2,Davawenyo,Roman Catholic,1,21400105
Luzon,LUZ-0016,LUZ-0016-4,Guerrero,Ines,,Jimenez,06,2,1998-09-24,26,1,2,Sangil,Roman Catholic,1,11000101
Luzon,LUZ-0017,LUZ-0017-1,Mendoza,Veronica,,Aguilar,01,2,1973-02-10,51,8,2,Tagalog,Roman Catholic,1,10000102
Luzon,LUZ-0017,LUZ-0017-2,Mendoza,Valentin,Jr.,Castillo,02,1,1974-06-13,50,2,2,Sarangani,Roman Catholic,1,11000101
Luzon,LUZ-0018,LUZ-0018-1,Cabrera,Quintin,,Gomez,01,1,2004-05-24,20,8,2,Manobo,Roman Catholic,2,20400103
Luzon,LUZ-0018,LUZ-0018-2,Cabrera,Clara,,Sanchez,02,2,1993-12-20,31,8,2,Maranao,Roman Catholic,1,30400108
Luzon,LUZ-0019,LUZ-0019-1,Gonzalez,Ponciano,,Castillo,02,1,2016-09-11,8,2,1,Kalagan,Roman Catholic,2,01000000
Luzon,LUZ-0019,LUZ-0019-2,Gonzalez,Melissa,,Gutierrez,02,2,1996-06-14,28,8,2,Maranao,Roman Catholic,2,11000102
Luzon,LUZ-0020,LUZ-0020-1,Vargas,Pilar,,Rojas,02,2,2019-05-14,5,8,1,Sangirese,Roman Catholic,1,00000000
Luzon,LUZ-0020,LUZ-0020-2,Vargas,Cristobal,,Cruz,04,1,2011-06-08,13,8,1,Maranao,Roman Catholic,2,10000102
Luzon,LUZ-0020,LUZ-0020-3,Vargas,Rodolfo,Sr.,Cruz,04,1,2014-09-08,10,8,1,Surigaonon,Islam,2,10000105
Luzon,LUZ-0021,LUZ-0021-1,Vega,Paulina,,Martinez,02,2,2007-08-26,17,8,2,Surigaonon,Roman Catholic,2,11000103
Luzon,LUZ-0021,LUZ-0021-2,Munoz,Jorge,IV,Santos,02,1,1968-08-24,56,8,2,Surigaonon,Roman Catholic,1,10000108
Luzon,LUZ-0021,LUZ-0021-3,Vega,Tomas,Sr.,Gutierrez,04,1,2013-01-02,11,2,1,Others,Roman Catholic,2,10000101
Luzon,LUZ-0022,LUZ-0022-1,Vargas,Modesto,III,Garcia,01,1,1981-12-25,43,1,2,Sarangani,Roman Catholic,1,30400108
Luzon,LUZ-0022,LUZ-0022-2,Vargas,Mario,,Castro,04,1,2013-08-17,11,8,1,Tausug,Roman Catholic,2,10000103
Luzon,LUZ-0022,LUZ-0022-3,Vargas,Bernadette,,Bautista,07,2,1980-10-09,44,1,2,Manobo,Roman Catholic,2,10000108
Luzon,LUZ-0022,LUZ-0022-4,Vargas,Lucia,,Castro,03,2,2024-04-05,0,1,1,Mandaya,Roman Catholic,,00000000
Luzon,LUZ-0022,LUZ-0022-5,Vargas,Nora,,Castro,04,2,2011-08-28,13,2,1,Surigaonon,Roman Catholic,1,11000203
Luzon,LUZ-0022,LUZ-0022-6,Vargas,Irene,,Guerrero,08,2,1998-03-16,26,2,2,Tausug,Aglipayan,1,20400105
Luzon,LUZ-0023,LUZ-0023-1,Rodriguez,Victor,Jr.,Martinez,02,1,2018-11-22,6,8,1,Others,Bible Baptist Church,2,02000000
Luzon,LUZ-0023,LUZ-0023-2,Rojas,Emma,,Gutierrez,02,2,1993-04-11,31,8,1,Mandaya,Roman Catholic,2,11000108
Luzon,LUZ-0024,LUZ-0024-1,Ramirez,Enriqueta,,Gomez,01,2,2005-02-17,19,1,2,Bisaya/Binisaya,Roman Catholic,2,11000201
Luzon,LUZ-0024,LUZ-0024-2,Ramirez,Renata,,Martinez,04,2,2013-11-27,11,8,1,Bisaya/Binisaya,Roman Catholic,1,02100000
Luzon,LUZ-0024,LUZ-0024-3,Ramirez,Quintin,III,Martinez,08,1,1968-09-21,56,1,2,Maguindanao,Roman Catholic,1,10000108
Luzon,LUZ-0025,LUZ-0025-1,Guerrero,Barbara,,Lopez,02,2,2016-09-25,8,1,1,Sarangani,Jehovah's Witnesses,2,10000101
Luzon,LUZ-0026,LUZ-0026-1,Herrera,Luis,Jr.,Rodriguez,02,1,2024-11-21,0,1,1,Davawenyo,Roman Catholic,,00000000
Luzon,LUZ-0026,LUZ-0026-2,Herrera,Pablo,,Gomez,03,1,2023-10-13,1,8,1,Kalagan,Roman Catholic,,00000000
Luzon,LUZ-0027,LUZ-0027-1,Reyes,Primitivo,Sr.,Munoz,01,1,1996-11-21,28,1,2,Sarangani,Roman Catholic,2,11000201
Luzon,LUZ-0027,LUZ-0027-2,Reyes,Araceli,,Castro,02,2,1994-12-22,30,8,2,Davawenyo,Seventh-day Adventist,1,11000103
Luzon,LUZ-0027,LUZ-0027-3,Reyes,Valentin,III,Jimenez,04,1,2017-07-13,7,8,1,Sarangani,Roman Catholic,2,10000102
Luzon,LUZ-0028,LUZ-0028-1,Martinez,Quintin,III,Herrera,01,1,1942-06-23,82,8,3,Manobo,Roman Catholic,1,21400105
Luzon,LUZ-0028,LUZ-0028-2,Martinez,Angelina,,Gutierrez,03,2,2024-12-14,0,2,1,Maranao,Roman Catholic,,00000000
Luzon,LUZ-0028,LUZ-0028-3,Gonzalez,Patricio,III,Reyes,08,1,1932-09-03,92,1,2,Sangil,Evangelical,2,11000104
Luzon,LUZ-0029,LUZ-0029-1,Estrada,Ulises,IV,Gonzales,01,1,1992-08-23,32,2,1,Cebuano,Roman Catholic,2,20400105
Luzon,LUZ-0030,LUZ-0030-1,Bautista,Horacio,Sr.,Alvarez,02,1,2014-03-19,10,1,1,Maranao,Roman Catholic,1,10000104
Luzon,LUZ-0030,LUZ-0030-2,Bautista,Pedro,III,Romero,02,1,1970-11-02,54,2,2,Others,Others,2,11000101
Luzon,LUZ-0030,LUZ-0030-3,Silva,Reynaldo,Sr.,Herrera,07,1,2003-07-07,21,8,1,Maranao,Roman Catholic,2,21400102
Luzon,LUZ-0030,LUZ-0030-4,Bautista,Nathaniel,,Gomez,07,1,2001-05-06,23,8,2,Mandaya,Roman Catholic,2,20400101
Luzon,LUZ-0030,LUZ-0030-5,Bautista,Sarah,,Rodriguez,03,2,2021-07-15,3,8,1,Tagalog,Roman Catholic,,00000000
Luzon,LUZ-0031,LUZ-0031-1,Cruz,Teodoro,IV,Valencia,02,1,2017-06-24,7,2,1,Maguindanao,Roman Catholic,1,10000102
Luzon,LUZ-0032,LUZ-0032-1,Diaz,Gervasio,Jr.,Medina,01,1,2003-02-03,21,2,1,Surigaonon,Roman Catholic,2,11000102
Luzon,LUZ-0033,LUZ-0033-1,Romero,Roberto,IV,Lopez,01,1,2000-08-09,24,2,2,Tausug,Roman Catholic,2,11000202
Luzon,LUZ-0033,LUZ-0033-2,Romero,Gabriela,,Gutierrez,05,2,2009-07-25,15,1,1,Sangil,Roman Catholic,1,11000202
Luzon,LUZ-0033,LUZ-0033-3,Romero,Gloria,,Ramirez,07,2,2002-01-26,22,2,1,Maguindanao,Islam,2,11000103
Luzon,LUZ-0034,LUZ-0034-1,Mendoza,Lorena,,Moreno,01,2,2000-02-18,24,8,1,Sangil,Roman Catholic,1,11000101
Luzon,LUZ-0034,LUZ-0034-2,Mendoza,Oswaldo,Sr.,Jimenez,02,1,1936-09-04,88,1,2,Cebuano,Islam,1,21400105
Luzon,LUZ-0034,LUZ-0034-3,Mendoza,Alejandra,,Rivera,06,2,1996-01-07,28,8,2,Others,Roman Catholic,1,10000108
Luzon,LUZ-0034,LUZ-0034-4,Mendoza,Vivian,,Silva,06,2,1988-01-15,36,1,2,Kalagan,Roman Catholic,1,10000101
Luzon,LUZ-0034,LUZ-0034-5,Mendoza,Mauricio,Jr.,Rivera,07,1,1983-06-08,41,8,2,Manobo,Evangelical,1,11000108
Luzon,LUZ-0034,LUZ-0034-6,Santos,Kimberly,,Martinez,07,2,1978-03-06,46,2,2,Cebuano,Roman Catholic,1,11000102
Luzon,LUZ-0035,LUZ-0035-1,Gonzales,Gregorio,III,Gutierrez,02,1,2019-06-05,5,8,1,Surigaonon,Roman Catholic,2,00000000
Luzon,LUZ-0036,LUZ-0036-1,Reyes,Kimberly,,Lopez,01,2,1983-07-24,41,8,1,Manobo,Roman Catholic,1,11000108
Luzon,LUZ-0036,LUZ-0036-2,Silva,Salvador,Jr.,Jimenez,02,1,2003-02-03,21,1,2,Bisaya/Binisaya,Roman Catholic,1,11000104
Luzon,LUZ-0036,LUZ-0036-3,Jimenez,Roberto,III,Alvarez,07,1,2002-03-04,22,1,1,Kalagan,Iglesia ni Cristo,2,20400101
Luzon,LUZ-0036,LUZ-0036-4,Delgado,Nestor,IV,Ramos,08,1,1993-01-09,31,2,2,Davawenyo,Roman Catholic,2,20400103
Luzon,LUZ-0037,LUZ-0037-1,Ramirez,Nestor,,Perez,01,1,1996-07-18,28,2,2,Sangil,Evangelical,1,10000108
Luzon,LUZ-0037,LUZ-0037-2,Ramirez,Josefina,,Estrada,02,2,1990-05-07,34,1,2,Mandaya,Roman Catholic,1,20400101
Luzon,LUZ-0037,LUZ-0037-3,Ramirez,Andres,III,Vargas,08,1,1971-11-19,53,2,2,Others,Evangelical,1,11000108
Luzon,LUZ-0038,LUZ-0038-1,Gutierrez,Patricia,,Vargas,01,2,2005-06-22,19,2,2,Tagalog,Roman Catholic,1,11000202
Luzon,LUZ-0038,LUZ-0038-2,Aguilar,Samuel,Sr.,Rivera,02,1,1960-02-24,64,2,2,Tagalog,Roman Catholic,2,21400105
Luzon,LUZ-0038,LUZ-0038-3,Gutierrez,Rose,,Castro,04,2,2011-02-24,13,8,1,Tausug,Seventh-day Adventist,1,11000103
Luzon,LUZ-0039,LUZ-0039-1,Santos,Daniel,Jr.,Estrada,01,1,1999-12-17,25,8,1,Bisaya/Binisaya,Roman Catholic,1,10000102
Luzon,LUZ-0039,LUZ-0039-2,Santos,Ruby,,Herrera,04,2,2016-06-22,8,1,1,Surigaonon,Roman Catholic,1,10000105
Luzon,LUZ-0039,LUZ-0039-3,Santos,Narciso,,Herrera,03,1,2024-10-17,0,8,1,Maguindanao,Roman Catholic,,00000000
Luzon,LUZ-0039,LUZ-0039-4,Santos,Rufino,,Herrera,04,1,2019-06-07,5,8,1,Davawenyo,Roman Catholic,2,00000000
Luzon,LUZ-0040,LUZ-0040-1,Herrera,Isabel,,Gonzales,02,2,2022-12-26,2,8,1,Sangil,Iglesia ni Cristo,,00000000
Luzon,LUZ-0040,LUZ-0040-2,Herrera,Nicanor,,Reyes,02,1,1980-11-16,44,1,2,Manobo,Roman Catholic,2,10000104
Luzon,LUZ-0040,LUZ-0040-3,Herrera,Doroteo,IV,Sanchez,07,1,2000-02-11,24,2,2,Sarangani,Roman Catholic,1,20400101
Luzon,LUZ-0041,LUZ-0041-1,Cabrera,Melchor,IV,Ramirez,02,1,2022-04-09,2,1,1,Others,Roman Catholic,,00000000
Luzon,LUZ-0042,LUZ-0042-1,Castro,Ursula,,Gutierrez,01,2,1966-07-19,58,1,2,Davawenyo,Roman Catholic,2,20400101
Luzon,LUZ-0042,LUZ-0042-2,Castro,Herminia,,Herrera,03,2,2023-12-12,1,2,1,Kalagan,Islam,,00000000
Luzon,LUZ-0042,LUZ-0042-3,Rivera,Samantha,,Flores,06,2,2006-06-28,18,8,2,Kalagan,Roman Catholic,1,11000103
Luzon,LUZ-0042,LUZ-0042-4,Castro,Agnes,,Munoz,07,2,1996-02-28,28,2,2,Surigaonon,Roman Catholic,2,21400103
Luzon,LUZ-0042,LUZ-0042-5,Castro,Adela,,Contreras,06,2,2004-10-27,20,2,2,Maranao,Roman Catholic,1,11000201
Luzon,LUZ-0043,LUZ-0043-1,Vega,Miriam,,Romero,01,2,1976-02-10,48,1,1,Mandaya,Roman Catholic,1,21400105
Luzon,LUZ-0043,LUZ-0043-2,Vega,Filemon,IV,Mendoza,04,1,2013-05-15,11,1,1,Sangil,Roman Catholic,1,10000103
Luzon,LUZ-0043,LUZ-0043-3,Vega,Estela,,Herrera,07,2,1963-06-14,61,1,2,Tausug,Roman Catholic,2,30400107
Luzon,LUZ-0043,LUZ-0043-4,Vega,Miriam,,Valencia,08,2,1995-11-04,29,2,2,Manobo,Roman Catholic,1,10000105
Luzon,LUZ-0043,LUZ-0043-5,Vega,Andrea,,Mendoza,03,2,2020-11-22,4,1,1,Tagalog,Roman Catholic,,00000000
Luzon,LUZ-0043,LUZ-0043-6,Vega,Marissa,,Mendoza,04,2,2013-03-24,11,8,1,Kalagan,Iglesia ni Cristo,2,10000105
Luzon,LUZ-0044,LUZ-0044-1,Delgado,Monica,,Jimenez,01,2,1994-02-09,30,1,1,Davawenyo,Roman Catholic,2,11000201
Luzon,LUZ-0044,LUZ-0044-2,Rivera,Claudia,,Garcia,02,2,1987-07-10,37,8,2,Others,Jehovah's Witnesses,2,11000201
Luzon,LUZ-0044,LUZ-0044-3,Delgado,Hipolito,Jr.,Rojas,07,1,1996-05-06,28,2,2,Davawenyo,Roman Catholic,2,10000107
Luzon,LUZ-0045,LUZ-0045-1,Diaz,Luis,IV,Sanchez,01,1,1946-01-13,78,8,2,Manobo,Roman Catholic,2,11000101
Luzon,LUZ-0045,LUZ-0045-2,Diaz,Liliana,,Rivera,03,2,2021-10-21,3,8,1,Maranao,Seventh-day Adventist,,00000000
Luzon,LUZ-0045,LUZ-0045-3,Diaz,Dolores,,Rivera,04,2,2014-03-05,10,8,1,Tagalog,Roman Catholic,1,02100000
Luzon,LUZ-0046,LUZ-0046-1,Gonzales,Virgilio,III,Rodriguez,01,1,1986-11-22,38,2,2,Sangirese,Roman Catholic,1,11000101
Luzon,LUZ-0046,LUZ-0046-2,Gonzales,Emilio,Sr.,Vargas,02,1,1983-02-16,41,8,2,Surigaonon,Roman Catholic,2,10000106
Luzon,LUZ-0047,LUZ-0047-1,Gomez,Angelica,,Alvarez,02,2,2009-08-26,15,2,1,Davawenyo,Roman Catholic,2,11000105
Luzon,LUZ-0047,LUZ-0047-2,Gomez,Rachel,,Morales,02,2,1978-10-15,46,1,2,Others,Roman Catholic,1,11000101
Luzon,LUZ-0047,LUZ-0047-3,Gomez,Pablo,,Gutierrez,07,1,1988-01-15,36,8,2,Maguindanao,Roman Catholic,2,11000105
Luzon,LUZ-0047,LUZ-0047-4,Cabrera,Sofia,,Reyes,07,2,1998-11-18,26,8,2,Maranao,Roman Catholic,1,11000201
Luzon,LUZ-0048,LUZ-0048-1,Morales,Ruby,,Gutierrez,01,2,1989-11-28,35,1,2,Cebuano,Roman Catholic,2,21400101
Luzon,LUZ-0048,LUZ-0048-2,Morales,Maricel,,Gonzales,02,2,1982-07-09,42,8,2,Davawenyo,Roman Catholic,1,20400102
Luzon,LUZ-0048,LUZ-0048-3,Morales,Prospero,IV,Ruiz,07,1,1955-06-22,69,8,2,Cebuano,Roman Catholic,1,11000105
Luzon,LUZ-0048,LUZ-0048-4,Morales,Emilio,III,Gonzales,03,1,2020-01-13,4,2,1,Manobo,Roman Catholic,,00000000
Luzon,LUZ-0048,LUZ-0048-5,Morales,Trinidad,,Rojas,06,2,2001-07-18,23,2,1,Cebuano,Roman Catholic,2,21400102
Luzon,LUZ-0048,LUZ-0048-6,Delgado,Luz,,Morales,08,2,1967-06-28,57,1,2,Surigaonon,Roman Catholic,2,20400101
Luzon,LUZ-0049,LUZ-0049-1,Garcia,Hermenegildo,III,Moreno,01,1,2006-11-04,18,2,1,Others,Roman Catholic,1,11000104
Luzon,LUZ-0049,LUZ-0049-2,Garcia,Tirso,Sr.,Alvarez,03,1,2023-09-19,1,8,1,Bisaya/Binisaya,Roman Catholic,,00000000
Luzon,LUZ-0049,LUZ-0049-3,Garcia,Valeriano,III,Medina,07,1,1996-12-08,28,2,2,Davawenyo,Roman Catholic,1,11000104
Luzon,LUZ-0050,LUZ-0050-1,Castillo,Octavio,Jr.,Perez,02,1,2013-12-17,11,8,1,Mandaya,Roman Catholic,1,02000000
Luzon,LUZ-0050,LUZ-0050-2,Castillo,Federico,,Mendoza,02,1,1935-05-10,89,8,2,Maranao,Roman Catholic,2,10000101
Luzon,LUZ-0050,LUZ-0050-3,Castillo,Esteban,Sr.,Ruiz,08,1,1996-03-26,28,1,2,Tagalog,Islam,1,11000108
Luzon,LUZ-0050,LUZ-0050-4,Castillo,Daniel,III,Jimenez,07,1,2006-10-02,18,8,2,Sangil,Roman Catholic,2,21400105
Luzon,LUZ-0050,LUZ-0050-5,Castillo,Teresa,,Torres,06,2,1984-06-19,40,2,2,Davawenyo,Roman Catholic,2,20400102
Luzon,LUZ-0051,LUZ-0051-1,Lopez,Pablo,Sr.,Mendoza,01,1,1995-08-14,29,2,2,Manobo,United Church of Christ,1,20400103
Luzon,LUZ-0052,LUZ-0052-1,Garcia,Rosita,,Perez,01,2,2002-03-18,22,8,2,Sarangani,Evangelical,2,11000103
Luzon,LUZ-0052,LUZ-0052-2,Vargas,Purificacion,,Rivera,02,2,1999-06-06,25,1,2,Sangirese,Islam,1,21400102
Luzon,LUZ-0052,LUZ-0052-3,Ramirez,Eduardo,Jr.,Ramos,08,1,1995-04-17,29,1,2,Sangil,Roman Catholic,2,11000103
Luzon,LUZ-0053,LUZ-0053-1,Flores,Hernando,Jr.,Alvarez,01,1,1991-06-17,33,1,2,Sangirese,Roman Catholic,2,11000201
Luzon,LUZ-0053,LUZ-0053-2,Flores,Jorge,,Valencia,03,1,2021-05-03,3,1,1,Tagalog,Islam,,00000000
Luzon,LUZ-0053,LUZ-0053-3,Flores,Fidel,Jr.,Valencia,04,1,2013-06-28,11,1,1,Cebuano,Evangelical,1,02000000
Luzon,LUZ-0054,LUZ-0054-1,Perez,Telesforo,IV,Dela Cruz,02,1,2022-08-07,2,1,1,Mandaya,Roman Catholic,,00000000
Luzon,LUZ-0055,LUZ-0055-1,Munoz,Concepcion,,Sanchez,01,2,1985-07-13,39,2,2,Tausug,Roman Catholic,1,11000105
Luzon,LUZ-0055,LUZ-0055-2,Munoz,Demetrio,Sr.,Dela Cruz,03,1,2021-04-15,3,8,1,Sangil,Roman Catholic,,00000000
Luzon,LUZ-0055,LUZ-0055-3,Munoz,May,,Dela Cruz,04,2,2017-01-08,7,2,1,Manobo,Islam,1,10000101
Luzon,LUZ-0055,LUZ-0055-4,Munoz,Catalina,,Dela Cruz,04,2,2013-07-20,11,1,1,Sarangani,Roman Catholic,2,10000102
Luzon,LUZ-0056,LUZ-0056-1,Ruiz,Ines,,Morales,02,2,2017-02-02,7,8,1,Sangirese,Aglipayan,2,10000104
Luzon,LUZ-0056,LUZ-0056-2,Alvarez,Uriel,,Ramirez,02,1,2006-12-02,18,1,1,Others,Roman Catholic,1,20400103
Luzon,LUZ-0057,LUZ-0057-1,Lopez,Lorena,,Ruiz,01,2,1967-11-03,57,2,2,Mandaya,Roman Catholic,1,30400107
Luzon,LUZ-0057,LUZ-0057-2,Lopez,Kimberly,,Mendoza,02,2,1977-01-18,47,2,2,Tagalog,Roman Catholic,2,10000108
Luzon,LUZ-0057,LUZ-0057-3,Lopez,Anita,,Herrera,07,2,1986-03-01,38,1,2,Manobo,Roman Catholic,1,21400101
Luzon,LUZ-0057,LUZ-0057-4,Lopez,Marianne,,Rivera,04,2,2013-08-18,11,1,1,Davawenyo,Islam,2,00000000
Luzon,LUZ-0058,LUZ-0058-1,Ramos,Vicente,IV,Moreno,02,1,2012-01-18,12,8,1,Tausug,Roman Catholic,2,11000202
Luzon,LUZ-0059,LUZ-0059-1,Contreras,Regina,,Aguilar,02,2,2016-12-08,8,8,1,Others,Islam,2,10000105
Luzon,LUZ-0059,LUZ-0059-2,Contreras,Rosario,,Garcia,02,2,1988-10-17,36,8,2,Maguindanao,Roman Catholic,2,11000203
Luzon,LUZ-0059,LUZ-0059-3,Contreras,Virgilio,Jr.,Gutierrez,03,1,2023-08-19,1,8,1,Mandaya,Roman Catholic,,00000000
Luzon,LUZ-0059,LUZ-0059-4,Contreras,Amador,Sr.,Gutierrez,04,1,2018-07-20,6,8,1,Maranao,Others,2,02000000
Luzon,LUZ-0059,LUZ-0059-5,Contreras,Celia,,Gonzalez,06,2,1998-04-13,26,8,2,Manobo,Roman Catholic,2,30400106
Luzon,LUZ-0059,LUZ-0059-6,Sanchez,Katherine,,Gonzales,08,2,1978-02-04,46,8,2,Davawenyo,Roman Catholic,1,11000101
Luzon,LUZ-0060,LUZ-0060-1,Bautista,Ireneo,IV,Gonzales,01,1,2000-12-22,24,8,2,Tagalog,United Church of Christ,2,11000105
Luzon,LUZ-0060,LUZ-0060-2,Bautista,Lorena,,Gonzales,02,2,2006-07-04,18,2,1,Maranao,Roman Catholic,1,21400101
Luzon,LUZ-0060,LUZ-0060-3,Bautista,Roberta,,Romero,04,2,2015-12-19,9,2,1,Tagalog,Roman Catholic,2,00000000
Luzon,LUZ-0060,LUZ-0060-4,Bautista,Felix,IV,Santos,06,1,1990-09-03,34,2,2,Sangirese,Evangelical,1,11000201
Luzon,LUZ-0060,LUZ-0060-5,Bautista,Elisa,,Gutierrez,06,2,2000-04-07,24,1,2,Manobo,Roman Catholic,2,11000202
Luzon,LUZ-0061,LUZ-0061-1,Jimenez,Angela,,Herrera,01,2,1985-12-07,39,2,2,Sangirese,Roman Catholic,2,21400102
Luzon,LUZ-0061,LUZ-0061-2,Jimenez,Maricris,,Cruz,05,2,2009-08-09,15,8,2,Tagalog,Roman Catholic,1,11000102
Luzon,LUZ-0061,LUZ-0061-3,Jimenez,Carolina,,Cruz,05,2,2007-08-12,17,8,1,Cebuano,Roman Catholic,2,10000104
Luzon,LUZ-0061,LUZ-0061-4,Jimenez,Benjamin,Jr.,Cruz,04,1,2014-07-05,10,8,1,Cebuano,Islam,1,01000000
Luzon,LUZ-0061,LUZ-0061-5,Jimenez,Lolita,,Garcia,08,2,1967-05-05,57,2,1,Cebuano,Roman Catholic,2,11000201
Luzon,LUZ-0062,LUZ-0062-1,Romero,Domingo,Jr.,Gomez,01,1,1977-11-22,47,1,2,Maguindanao,Roman Catholic,1,20400101
Luzon,LUZ-0062,LUZ-0062-2,Romero,Daniela,,Espinoza,02,2,1999-08-28,25,2,1,Sarangani,Roman Catholic,1,11000102
Luzon,LUZ-0062,LUZ-0062-3,Romero,Emma,,Sanchez,08,2,1976-12-09,48,1,2,Surigaonon,Seventh-day Adventist,2,11000103
Luzon,LUZ-0062,LUZ-0062-4,Santos,Gonzalo,Jr.,Flores,08,1,1968-10-24,56,1,2,Surigaonon,Roman Catholic,1,11000102
Luzon,LUZ-0062,LUZ-0062-5,Romero,Sandra,,Bautista,07,2,1990-08-08,34,2,2,Surigaonon,Roman Catholic,1,11000102
Luzon,LUZ-0062,LUZ-0062-6,Romero,Braulio,IV,Bautista,04,1,2016-11-15,8,1,1,Tagalog,Roman Catholic,2,02000000
Luzon,LUZ-0063,LUZ-0063-1,Lopez,Stella,,Gonzalez,01,2,1935-10-09,89,8,2,Mandaya,Roman Catholic,2,20400102
Luzon,LUZ-0064,LUZ-0064-1,Alvarez,Sebastian,Sr.,Castillo,01,1,1968-10-19,56,8,2,Kalagan,Roman Catholic,2,10000107
Luzon,LUZ-0064,LUZ-0064-2,Alvarez,Marcelo,Jr.,Silva,05,1,2007-08-07,17,8,1,Cebuano,Roman Catholic,2,10000103
